company,companyLabel,countryLabel,shipsBuilt,sizeClass,shipsInClass
http://www.wikidata.org/entity/Q5241717,Davie Yards Incorporated,Канада,11,5_handymax (180-200м),1
http://www.wikidata.org/entity/Q5709680,Astilleros Españoles,Испания,12,5_handymax (180-200м),4
http://www.wikidata.org/entity/Q6351825,Kaldnes Mekaniske Verksted,Норвегия,49,5_handymax (180-200м),7
http://www.wikidata.org/entity/Q107072485,Jiangsu New Yangzi Shipbuilding,Китай,26,4_handysize (130-180м),3
http://www.wikidata.org/entity/Q1453164,Frederikshavn Shipyard,Дания,62,5_handymax (180-200м),4
http://www.wikidata.org/entity/Q1774285,Kleven Verft,Норвегия,106,2_прибрежное (25-100м),53
http://www.wikidata.org/entity/Q3655754,Cantieri Aeronautici e Navali Triestini,Королевство Италия,33,5_handymax (180-200м),3
http://www.wikidata.org/entity/Q5208288,Mangalia Shipyard,Румыния,123,4_handysize (130-180м),14
http://www.wikidata.org/entity/Q5707447,Hellesøy Verft,Норвегия,22,2_прибрежное (25-100м),21
http://www.wikidata.org/entity/Q6198710,NKK,Япония,184,7_capesize (295-330м),5
http://www.wikidata.org/entity/Q52288275,Vard Brattvaag,Норвегия,68,2_прибрежное (25-100м),51
http://www.wikidata.org/entity/Q54165931,Gulf Island Shipyards,США,17,2_прибрежное (25-100м),15
http://www.wikidata.org/entity/Q61384576,Gondán shipyards,Испания,5,2_прибрежное (25-100м),3
http://www.wikidata.org/entity/Q18688797,Hollming,Финляндия,34,4_handysize (130-180м),2
http://www.wikidata.org/entity/Q22120466,Mitsubishi Heavy Industries Shimonoseki Shipyard & Machinery Works,Япония,28,4_handysize (130-180м),6
http://www.wikidata.org/entity/Q2742109,Sociedad Española de Construcción Naval,Испания,37,3_mini-handy (100-130м),4
http://www.wikidata.org/entity/Q3655767,Cantieri Navali del Tirreno Riuniti,Италия,58,2_прибрежное (25-100м),5
http://www.wikidata.org/entity/Q4816484,Atlantic Marine,США,5,2_прибрежное (25-100м),3
http://www.wikidata.org/entity/Q11503599,Niigata Shipbuilding & Repair,Япония,41,2_прибрежное (25-100м),36
http://www.wikidata.org/entity/Q24887178,Universal Shipbuilding,Япония,74,2_прибрежное (25-100м),3
http://www.wikidata.org/entity/Q107663081,Master Boat Builders,США,7,2_прибрежное (25-100м),6
http://www.wikidata.org/entity/Q116689843,North American Shipbuilding,США,71,3_mini-handy (100-130м),3
http://www.wikidata.org/entity/Q126002066,North American Fabricators,США,3,2_прибрежное (25-100м),3
http://www.wikidata.org/entity/Q126366138,Candies Shipbuilders,США,9,2_прибрежное (25-100м),7
http://www.wikidata.org/entity/Q27432,Bethlehem Steel,США,122,5_handymax (180-200м),2
http://www.wikidata.org/entity/Q648280,Mitsubishi Heavy Industries,Япония,181,8_vlcc и крупнее (>330м),1
http://www.wikidata.org/entity/Q810783,Bath Iron Works,США,283,6_panamax (200-295м),7
http://www.wikidata.org/entity/Q5020962,California Shipbuilding Corporation,США,63,4_handysize (130-180м),23
http://www.wikidata.org/entity/Q11394144,Naikai Zosen Corporation,Япония,46,3_mini-handy (100-130м),5
http://www.wikidata.org/entity/Q28721321,Xiamen Shipbuilding Industry,Китай,58,6_panamax (200-295м),15
http://www.wikidata.org/entity/Q4978195,Stocznia Gdynia,Польша,210,2_прибрежное (25-100м),18
http://www.wikidata.org/entity/Q6236952,John H. Mathis & Company,США,12,2_прибрежное (25-100м),2
http://www.wikidata.org/entity/Q11357146,Mitsubishi Heavy Industries Kobe Shipyard & Machinery Works,Япония,180,7_capesize (295-330м),31
http://www.wikidata.org/entity/Q20112906,Smedvik mekaniske verksted,Норвегия,15,2_прибрежное (25-100м),14
http://www.wikidata.org/entity/Q47121131,Kaarbøs Mek. Verksted,Норвегия,18,2_прибрежное (25-100м),16
http://www.wikidata.org/entity/Q846694,William Cramp and Sons,США,149,4_handysize (130-180м),6
http://www.wikidata.org/entity/Q703928,"CSBC Corporation, Taiwan",Китайская Республика (Тайвань),280,5_handymax (180-200м),35
http://www.wikidata.org/entity/Q115322850,Sakaide Works,Япония,98,6_panamax (200-295м),53
http://www.wikidata.org/entity/Q321221,Neptun Werft,Германия,147,2_прибрежное (25-100м),24
http://www.wikidata.org/entity/Q2258010,Boelwerf,Бельгия,21,2_прибрежное (25-100м),4
http://www.wikidata.org/entity/Q4315879,Невский завод,Россия,38,6_panamax (200-295м),1
http://www.wikidata.org/entity/Q5251665,Defoe Shipbuilding Company,США,67,2_прибрежное (25-100м),1
http://www.wikidata.org/entity/Q6104227,J.M. Martinac Shipbuilding Corp.,,10,2_прибрежное (25-100м),3
http://www.wikidata.org/entity/Q6908150,Moore Dry Dock Company,США,37,5_handymax (180-200м),1
http://www.wikidata.org/entity/Q52286492,Sterkoder,Норвегия,38,3_mini-handy (100-130м),1
http://www.wikidata.org/entity/Q107072485,Jiangsu New Yangzi Shipbuilding,Китай,26,6_panamax (200-295м),13
http://www.wikidata.org/entity/Q527466,Bremer Vulkan,Германия,190,5_handymax (180-200м),9
http://www.wikidata.org/entity/Q527466,Bremer Vulkan,Германский рейх,190,5_handymax (180-200м),9
http://www.wikidata.org/entity/Q1032384,Canadian Vickers,Канада,48,8_vlcc и крупнее (>330м),1
http://www.wikidata.org/entity/Q1442711,Halifax Shipyard,Канада,25,8_vlcc и крупнее (>330м),4
http://www.wikidata.org/entity/Q2956389,Davie Shipbuilding,Канада,60,8_vlcc и крупнее (>330м),2
http://www.wikidata.org/entity/Q5000378,Burrard Dry Dock,Канада,29,8_vlcc и крупнее (>330м),2
http://www.wikidata.org/entity/Q1624706,Marinette Marine,США,28,2_прибрежное (25-100м),8
http://www.wikidata.org/entity/Q11957113,Akers mekaniske verksted,Норвегия,93,3_mini-handy (100-130м),5
http://www.wikidata.org/entity/Q623503,William Beardmore and Company,Великобритания,47,2_прибрежное (25-100м),1
http://www.wikidata.org/entity/Q2578500,William Doxford & Sons,Великобритания,85,2_прибрежное (25-100м),3
http://www.wikidata.org/entity/Q11632310,Kegoya Dock,Япония,63,3_mini-handy (100-130м),24
http://www.wikidata.org/entity/Q115322850,Sakaide Works,Япония,98,5_handymax (180-200м),12
http://www.wikidata.org/entity/Q378849,Navantia,Испания,38,6_panamax (200-295м),4
http://www.wikidata.org/entity/Q553599,Schichau Seebeck,Германия,111,6_panamax (200-295м),5
http://www.wikidata.org/entity/Q882348,Volkswerft,Германия,121,3_mini-handy (100-130м),24
http://www.wikidata.org/entity/Q884303,Nordic Yards Wismar,Германия,224,6_panamax (200-295м),76
http://www.wikidata.org/entity/Q1817824,Uljanik,Хорватия,151,6_panamax (200-295м),14
http://www.wikidata.org/entity/Q1817824,Uljanik,Австро-Венгрия,151,6_panamax (200-295м),14
http://www.wikidata.org/entity/Q1817824,Uljanik,Югославия,151,6_panamax (200-295м),14
http://www.wikidata.org/entity/Q5210936,Dalian Shipbuilding Industry Company,Китай,287,2_прибрежное (25-100м),7
http://www.wikidata.org/entity/Q7106970,Oskarshamn Shipyard,Швеция,34,5_handymax (180-200м),2
http://www.wikidata.org/entity/Q7224811,Wärtsilä Marine,,11,5_handymax (180-200м),1
http://www.wikidata.org/entity/Q16489077,Astilleros de Sevilla,Испания,7,4_handysize (130-180м),4
http://www.wikidata.org/entity/Q1073329,China Merchants,Китай,6,6_panamax (200-295м),2
http://www.wikidata.org/entity/Q2258010,Boelwerf,Бельгия,21,3_mini-handy (100-130м),6
http://www.wikidata.org/entity/Q8048969,Yantai Raffles Shipyard,Китай,11,5_handymax (180-200м),2
http://www.wikidata.org/entity/Q11484094,Imabari Shipbuilding Hiroshima Shipyard,Япония,262,5_handymax (180-200м),9
http://www.wikidata.org/entity/Q15411288,Hudong-Zhonghua Shipbuilding,Китай,381,7_capesize (295-330м),5
http://www.wikidata.org/entity/Q1126024,Szczecin Shipyard,Польша,65,2_прибрежное (25-100м),2
http://www.wikidata.org/entity/Q1808912,Sumitomo Heavy Industries,Япония,165,8_vlcc и крупнее (>330м),6
http://www.wikidata.org/entity/Q2956387,Alabama Drydock and Shipbuilding Company,США,12,4_handysize (130-180м),4
http://www.wikidata.org/entity/Q4732597,Allied Shipbuilders,Канада,17,2_прибрежное (25-100м),13
http://www.wikidata.org/entity/Q8048969,Yantai Raffles Shipyard,Китай,11,2_прибрежное (25-100м),6
http://www.wikidata.org/entity/Q11419682,Shikoku Dockyard,Япония,153,2_прибрежное (25-100м),7
http://www.wikidata.org/entity/Q15411288,Hudong-Zhonghua Shipbuilding,Китай,381,2_прибрежное (25-100м),17
http://www.wikidata.org/entity/Q22672082,Swiftships,,7,2_прибрежное (25-100м),6
http://www.wikidata.org/entity/Q30687989,Eastern Shipbuilding Group,США,31,6_panamax (200-295м),3
http://www.wikidata.org/entity/Q31843822,Brodotrogir,Хорватия,20,2_прибрежное (25-100м),3
http://www.wikidata.org/entity/Q57404752,Robin Shipyard,Сингапур,3,2_прибрежное (25-100м),3
http://www.wikidata.org/entity/Q6737,Кастелламмаре-ди-Стабия,Италия,9,2_прибрежное (25-100м),1
http://www.wikidata.org/entity/Q1227511,Naval Group,Франция,60,5_handymax (180-200м),4
http://www.wikidata.org/entity/Q3655776,Q3655776,Италия,56,6_panamax (200-295м),2
http://www.wikidata.org/entity/Q7106621,Oshima Shipbuilding,Япония,754,2_прибрежное (25-100м),1
http://www.wikidata.org/entity/Q9266563,Remontowa,Польша,63,5_handymax (180-200м),1
http://www.wikidata.org/entity/Q11394144,Naikai Zosen Corporation,Япония,46,2_прибрежное (25-100м),14
http://www.wikidata.org/entity/Q19582082,Smith and Dimon Shipyard,,4,2_прибрежное (25-100м),1
http://www.wikidata.org/entity/Q27957424,Sheerness Dockyard,Великобритания,35,2_прибрежное (25-100м),2
http://www.wikidata.org/entity/Q52287703,Søviknes Verft,Норвегия,56,3_mini-handy (100-130м),7
http://www.wikidata.org/entity/Q60390540,Yangzhou Binjiang Shipbuilding,Китай,201,2_прибрежное (25-100м),36
http://www.wikidata.org/entity/Q2634589,Черноморский судостроительный завод,Украина,104,4_handysize (130-180м),4
http://www.wikidata.org/entity/Q2864380,Военно-морской арсенал в городе Лорьян,Франция,6,3_mini-handy (100-130м),1
http://www.wikidata.org/entity/Q11613289,Usuki Shipyard,Япония,26,3_mini-handy (100-130м),2
http://www.wikidata.org/entity/Q16569543,Freire Shipyard,Испания,11,3_mini-handy (100-130м),1
http://www.wikidata.org/entity/Q47121943,Storvik Mekaniske Verksted,Норвегия,16,2_прибрежное (25-100м),7
http://www.wikidata.org/entity/Q705377,Meyer Werft,Германия,152,5_handymax (180-200м),2
http://www.wikidata.org/entity/Q705377,Meyer Werft,Германия,152,3_mini-handy (100-130м),12
http://www.wikidata.org/entity/Q763386,Brest Arsenal,Франция,44,3_mini-handy (100-130м),4
http://www.wikidata.org/entity/Q1583714,Hanseatische Werft,Германия,7,2_прибрежное (25-100м),4
http://www.wikidata.org/entity/Q1778280,Ulstein Group,Норвегия,5,4_handysize (130-180м),1
http://www.wikidata.org/entity/Q2792393,Cockerill Yards,Бельгия,11,3_mini-handy (100-130м),2
http://www.wikidata.org/entity/Q3655760,Cantiere navale fratelli Orlando,Италия,32,3_mini-handy (100-130м),2
http://www.wikidata.org/entity/Q3655776,Q3655776,Италия,56,4_handysize (130-180м),7
http://www.wikidata.org/entity/Q10542877,Kalmar shipyard,Швеция,10,4_handysize (130-180м),1
http://www.wikidata.org/entity/Q10727553,Öresund shipyard,Швеция,63,3_mini-handy (100-130м),12
http://www.wikidata.org/entity/Q12310586,Q12310586,Дания,5,2_прибрежное (25-100м),3
http://www.wikidata.org/entity/Q22126509,Hayashi Kanesen,Япония,15,3_mini-handy (100-130м),5
http://www.wikidata.org/entity/Q27432,Bethlehem Steel,США,122,2_прибрежное (25-100м),2
http://www.wikidata.org/entity/Q5148015,Colombo Dockyard,Шри-Ланка,17,2_прибрежное (25-100м),13
http://www.wikidata.org/entity/Q7169297,Permanente Metals,США,82,4_handysize (130-180м),21
http://www.wikidata.org/entity/Q7673985,Tacoma Boatbuilding Company,США,12,2_прибрежное (25-100м),7
http://www.wikidata.org/entity/Q7101336,Oregon Shipbuilding Corporation,США,47,4_handysize (130-180м),8
http://www.wikidata.org/entity/Q5613742,CSSC Offshore & Marine Engineering Company,Китай,302,6_panamax (200-295м),40
http://www.wikidata.org/entity/Q7889627,United States Coast Guard Yard,США,15,2_прибрежное (25-100м),1
http://www.wikidata.org/entity/Q30638410,Rauma Marine Constructions,Финляндия,5,4_handysize (130-180м),2
http://www.wikidata.org/entity/Q30638410,Rauma Marine Constructions,Финляндия,5,6_panamax (200-295м),2
http://www.wikidata.org/entity/Q122574939,China Merchants Heavy Industry,Китай,4,6_panamax (200-295м),2
http://www.wikidata.org/entity/Q915979,Lockheed Shipbuilding and Construction Company,США,34,4_handysize (130-180м),1
http://www.wikidata.org/entity/Q2597892,Pusey and Jones,США,21,3_mini-handy (100-130м),2
http://www.wikidata.org/entity/Q11415470,Namura Shipbuilding,Япония,273,7_capesize (295-330м),24
http://www.wikidata.org/entity/Q14683274,Marinship,США,32,5_handymax (180-200м),1
http://www.wikidata.org/entity/Q3655739,Cantiere Pattison,,4,3_mini-handy (100-130м),1
http://www.wikidata.org/entity/Q962591,JFE Holdings,Япония,5,2_прибрежное (25-100м),1
http://www.wikidata.org/entity/Q2235344,Schiffswerft Laubegast,Германия,8,1_малое (<25м),4
http://www.wikidata.org/entity/Q4650301,ABG Shipyard,Индия,9,2_прибрежное (25-100м),1
http://www.wikidata.org/entity/Q10589643,Motala shipyard,Швеция,10,2_прибрежное (25-100м),2
http://www.wikidata.org/entity/Q10852472,Vard Group,Норвегия,8,3_mini-handy (100-130м),2
http://www.wikidata.org/entity/Q17083313,Tersan Shipyard,Турция,43,2_прибрежное (25-100м),23
http://www.wikidata.org/entity/Q18343358,Eqva,Норвегия,15,2_прибрежное (25-100м),11
http://www.wikidata.org/entity/Q47455441,Westcon Yards,Норвегия,13,5_handymax (180-200м),2
http://www.wikidata.org/entity/Q110947883,Arnhemsche Stoomsleephelling Maatschappij,Нидерланды,4,2_прибрежное (25-100м),4
http://www.wikidata.org/entity/Q4069935,Арсенал в Картахене,Испания,54,3_mini-handy (100-130м),3
http://www.wikidata.org/entity/Q6978703,National Steel and Shipbuilding Company,США,79,4_handysize (130-180м),1
http://www.wikidata.org/entity/Q1888079,Портсмут,Великобритания,92,2_прибрежное (25-100м),8
http://www.wikidata.org/entity/Q4939795,Bollinger Shipyards,США,14,6_panamax (200-295м),1
http://www.wikidata.org/entity/Q5163305,Consolidated Steel Corporation,США,185,8_vlcc и крупнее (>330м),1
http://www.wikidata.org/entity/Q29093553,Bollinger Mississippi Shipbuilding,США,26,6_panamax (200-295м),3
http://www.wikidata.org/entity/Q30687989,Eastern Shipbuilding Group,США,31,8_vlcc и крупнее (>330м),2
http://www.wikidata.org/entity/Q54165931,Gulf Island Shipyards,США,17,6_panamax (200-295м),1
http://www.wikidata.org/entity/Q54165931,Gulf Island Shipyards,США,17,8_vlcc и крупнее (>330м),2
http://www.wikidata.org/entity/Q107663081,Master Boat Builders,США,7,5_handymax (180-200м),1
http://www.wikidata.org/entity/Q5163305,Consolidated Steel Corporation,США,185,2_прибрежное (25-100м),1
http://www.wikidata.org/entity/Q2126194,Rijkswerf Amsterdam,Нидерланды,5,3_mini-handy (100-130м),1
http://www.wikidata.org/entity/Q634984,Federal Shipbuilding and Drydock Company,США,193,4_handysize (130-180м),5
http://www.wikidata.org/entity/Q2082380,Bethlehem Shipbuilding,США,273,2_прибрежное (25-100м),1
http://www.wikidata.org/entity/Q2235336,Q2235336,Германия,4,2_прибрежное (25-100м),2
http://www.wikidata.org/entity/Q9161608,Chantiers et Ateliers Augustin Normand,Франция,11,4_handysize (130-180м),1
http://www.wikidata.org/entity/Q1548690,Военно-морская верфь Филадельфии,США,78,2_прибрежное (25-100м),2
http://www.wikidata.org/entity/Q6175323,Jeffboat,США,22,3_mini-handy (100-130м),1
http://www.wikidata.org/entity/Q463613,American Bridge Company,США,27,3_mini-handy (100-130м),1
http://www.wikidata.org/entity/Q463613,American Bridge Company,США,27,7_capesize (295-330м),1
http://www.wikidata.org/entity/Q14715404,Bethlehem Hingham Shipyard,США,159,3_mini-handy (100-130м),1
http://www.wikidata.org/entity/Q15229083,J & W Dudgeon,Великобритания,8,6_panamax (200-295м),1
http://www.wikidata.org/entity/Q19374770,Horten Verft,Норвегия,21,2_прибрежное (25-100м),3
http://www.wikidata.org/entity/Q30931022,Huangpu Wenchong Shipbuilding,Китай,56,6_panamax (200-295м),15
http://www.wikidata.org/entity/Q463858,Kaiserliche Werft Kiel,Германская империя,17,2_прибрежное (25-100м),6
http://www.wikidata.org/entity/Q634984,Federal Shipbuilding and Drydock Company,США,193,5_handymax (180-200м),1
http://www.wikidata.org/entity/Q52286492,Sterkoder,Норвегия,38,2_прибрежное (25-100м),30
http://www.wikidata.org/entity/Q321772,Daewoo,Республика Корея,3,8_vlcc и крупнее (>330м),3
http://www.wikidata.org/entity/Q327429,Wärtsilä,Финляндия,90,5_handymax (180-200м),3
http://www.wikidata.org/entity/Q489195,Hanjin Heavy Industries,Республика Корея,262,7_capesize (295-330м),34
http://www.wikidata.org/entity/Q1980771,Николаевский судостроительный завод,Украина,110,3_mini-handy (100-130м),3
http://www.wikidata.org/entity/Q115162051,Jiangsu Yangzijiang Shipbuilding,Китай,165,5_handymax (180-200м),22
http://www.wikidata.org/entity/Q1736541,Гданьская судоверфь,Польша,172,8_vlcc и крупнее (>330м),1
http://www.wikidata.org/entity/Q1073506,Китайская корпорация тяжелого судостроения,Китай,6,6_panamax (200-295м),4
http://www.wikidata.org/entity/Q1959394,Muetzelfeldtwerft in Cuxhaven,Германия,25,4_handysize (130-180м),6
http://www.wikidata.org/entity/Q12193,Брест,Франция,29,4_handysize (130-180м),1
http://www.wikidata.org/entity/Q82610,Newport News Shipbuilding,США,221,5_handymax (180-200м),9
http://www.wikidata.org/entity/Q152027,Сен-Назер,Франция,6,6_panamax (200-295м),5
http://www.wikidata.org/entity/Q183275,Mitsubishi,Япония,10,6_panamax (200-295м),3
http://www.wikidata.org/entity/Q369524,Ganz Works,Венгрия,9,4_handysize (130-180м),2
http://www.wikidata.org/entity/Q502713,Stabilimento Tecnico Triestino,,55,4_handysize (130-180м),4
http://www.wikidata.org/entity/Q524435,Нью-Йоркская военно-морская верфь,США,90,6_panamax (200-295м),8
http://www.wikidata.org/entity/Q1207020,Девонпорт (военно-морская база),Великобритания,103,5_handymax (180-200м),4
http://www.wikidata.org/entity/Q1980771,Николаевский судостроительный завод,Украина,110,8_vlcc и крупнее (>330м),2
http://www.wikidata.org/entity/Q1980771,Николаевский судостроительный завод,Украина,110,4_handysize (130-180м),12
http://www.wikidata.org/entity/Q2292711,Адмиралтейские верфи,Россия,85,3_mini-handy (100-130м),4
http://www.wikidata.org/entity/Q2634589,Черноморский судостроительный завод,Украина,104,3_mini-handy (100-130м),7
http://www.wikidata.org/entity/Q2742109,Sociedad Española de Construcción Naval,Испания,37,4_handysize (130-180м),6
http://www.wikidata.org/entity/Q2790777,Военно-морской арсенал в Йокосуке,Японская империя,55,5_handymax (180-200м),1
http://www.wikidata.org/entity/Q3655748,Regio Cantiere di Castellammare di Stabia,Италия,63,3_mini-handy (100-130м),3
http://www.wikidata.org/entity/Q81472,Цзяннаньский судостроительный завод,Китай,222,8_vlcc и крупнее (>330м),6
http://www.wikidata.org/entity/Q261421,Peene-Werft,Германия,74,5_handymax (180-200м),8
http://www.wikidata.org/entity/Q648280,Mitsubishi Heavy Industries,Япония,181,7_capesize (295-330м),3
http://www.wikidata.org/entity/Q703928,"CSBC Corporation, Taiwan",Китайская Республика (Тайвань),280,4_handysize (130-180м),31
http://www.wikidata.org/entity/Q882348,Volkswerft,Германия,121,6_panamax (200-295м),39
http://www.wikidata.org/entity/Q1653679,IHI Corporation,Япония,87,8_vlcc и крупнее (>330м),7
http://www.wikidata.org/entity/Q21927194,Meyer Turku,Финляндия,56,4_handysize (130-180м),4
http://www.wikidata.org/entity/Q829911,Nordic Yards Warnemünde,Германия,148,6_panamax (200-295м),39
http://www.wikidata.org/entity/Q2043455,P+S Werften,Германия,31,6_panamax (200-295м),8
http://www.wikidata.org/entity/Q16607020,Щецинская судоверфь имени Адольфа Варского,Польша,248,6_panamax (200-295м),24
http://www.wikidata.org/entity/Q29569261,Варненский судостроительный завод,Болгария,103,3_mini-handy (100-130м),21
http://www.wikidata.org/entity/Q1342306,Samuda Brothers,Великобритания,25,6_panamax (200-295м),2
http://www.wikidata.org/entity/Q90428675,Måløy verft,Норвегия,6,2_прибрежное (25-100м),5
http://www.wikidata.org/entity/Q115129334,Damen Shipyards Antalya,Турция,3,2_прибрежное (25-100м),3
http://www.wikidata.org/entity/Q130425493,PT Kim Seah Shipyard Indonesia,Индонезия,5,2_прибрежное (25-100м),2
http://www.wikidata.org/entity/Q30931022,Huangpu Wenchong Shipbuilding,Китай,56,5_handymax (180-200м),11
http://www.wikidata.org/entity/Q126366138,Candies Shipbuilders,США,9,3_mini-handy (100-130м),2
http://www.wikidata.org/entity/Q7640197,Sungdong,Республика Корея,7,6_panamax (200-295м),6
http://www.wikidata.org/entity/Q117286,COSCO,Китай,7,8_vlcc и крупнее (>330м),1
http://www.wikidata.org/entity/Q703928,"CSBC Corporation, Taiwan",Китайская Республика (Тайвань),280,8_vlcc и крупнее (>330м),17
http://www.wikidata.org/entity/Q84419790,Jiangsu Rongsheng Heavy Industries,Китай,40,7_capesize (295-330м),3
http://www.wikidata.org/entity/Q703928,"CSBC Corporation, Taiwan",Китайская Республика (Тайвань),280,7_capesize (295-330м),16
http://www.wikidata.org/entity/Q4866203,Basalt Rock Company,США,25,4_handysize (130-180м),1
http://www.wikidata.org/entity/Q152027,Сен-Назер,Франция,6,4_handysize (130-180м),1
http://www.wikidata.org/entity/Q183275,Mitsubishi,Япония,10,4_handysize (130-180м),1
http://www.wikidata.org/entity/Q1068204,Чатемская верфь,Великобритания,109,4_handysize (130-180м),1
http://www.wikidata.org/entity/Q2790777,Военно-морской арсенал в Йокосуке,Японская империя,55,4_handysize (130-180м),2
http://www.wikidata.org/entity/Q359185,Главное адмиралтейство в Санкт-Петербурге,Россия,4,2_прибрежное (25-100м),2
http://www.wikidata.org/entity/Q18338801,Hakata Shipbuilding,Япония,104,4_handysize (130-180м),20
http://www.wikidata.org/entity/Q60989335,Wuhu Shipyard,Китай,16,6_panamax (200-295м),1
http://www.wikidata.org/entity/Q483231,Hyundai Heavy Industries,Республика Корея,1116,3_mini-handy (100-130м),18
http://www.wikidata.org/entity/Q703928,"CSBC Corporation, Taiwan",Китайская Республика (Тайвань),280,3_mini-handy (100-130м),2
http://www.wikidata.org/entity/Q1631703,Howaldtswerke Hamburg,Германия,61,3_mini-handy (100-130м),6
http://www.wikidata.org/entity/Q1631703,Howaldtswerke Hamburg,Германский рейх,61,3_mini-handy (100-130м),6
http://www.wikidata.org/entity/Q1720581,Royal Niestern Sander,Нидерланды,71,4_handysize (130-180м),13
http://www.wikidata.org/entity/Q5210936,Dalian Shipbuilding Industry Company,Китай,287,7_capesize (295-330м),34
http://www.wikidata.org/entity/Q8350285,La Naval (Sestao),Испания,30,4_handysize (130-180м),8
http://www.wikidata.org/entity/Q11357146,Mitsubishi Heavy Industries Kobe Shipyard & Machinery Works,Япония,180,3_mini-handy (100-130м),5
http://www.wikidata.org/entity/Q11484094,Imabari Shipbuilding Hiroshima Shipyard,Япония,262,8_vlcc и крупнее (>330м),3
http://www.wikidata.org/entity/Q12338285,Søby Værft,Дания,5,2_прибрежное (25-100м),5
http://www.wikidata.org/entity/Q97178247,Naval Gijón,Испания,15,3_mini-handy (100-130м),3
http://www.wikidata.org/entity/Q104520574,Veka Shipyard Lemmer,Нидерланды,29,2_прибрежное (25-100м),23
http://www.wikidata.org/entity/Q110655590,Sölvesborgs varv,Швеция,8,3_mini-handy (100-130м),2
http://www.wikidata.org/entity/Q124418673,Huanghai Shipbuilding,Китай,5,4_handysize (130-180м),3
http://www.wikidata.org/entity/Q129427764,Scheepswerf Van Goor,Нидерланды,3,2_прибрежное (25-100м),3
http://www.wikidata.org/entity/Q134077133,Groot & Van Vliet,Нидерланды,3,2_прибрежное (25-100м),2
http://www.wikidata.org/entity/Q13403563,Fujian Mawei Shipbuilding,Китай,137,3_mini-handy (100-130м),50
http://www.wikidata.org/entity/Q15411288,Hudong-Zhonghua Shipbuilding,Китай,381,8_vlcc и крупнее (>330м),34
http://www.wikidata.org/entity/Q489195,Hanjin Heavy Industries,Республика Корея,262,8_vlcc и крупнее (>330м),2
http://www.wikidata.org/entity/Q5348836,Eidsvik Skipsbyggeri,Норвегия,11,2_прибрежное (25-100м),10
http://www.wikidata.org/entity/Q8207464,Imabari Shipbuilding,Япония,566,8_vlcc и крупнее (>330м),16
http://www.wikidata.org/entity/Q10474862,Djupvik shipyard,Швеция,14,2_прибрежное (25-100м),4
http://www.wikidata.org/entity/Q10543891,Karlskronavarvet,Швеция,96,1_малое (<25м),1
http://www.wikidata.org/entity/Q10589643,Motala shipyard,Швеция,10,1_малое (<25м),1
http://www.wikidata.org/entity/Q25511937,Vaagland Båtbyggeri,Норвегия,28,2_прибрежное (25-100м),25
http://www.wikidata.org/entity/Q60045486,Shanghai Waigaoqiao Shipbuilding,Китай,267,8_vlcc и крупнее (>330м),50
http://www.wikidata.org/entity/Q85913512,Imabari Shipbuilding Marugame Headquarters,Япония,336,8_vlcc и крупнее (>330м),2
http://www.wikidata.org/entity/Q11395932,Hakodate Dock,Япония,178,3_mini-handy (100-130м),2
http://www.wikidata.org/entity/Q17209885,Kanrei Shipbuilding,Япония,25,3_mini-handy (100-130м),11
http://www.wikidata.org/entity/Q231554,Ла-Сьота,Франция,3,6_panamax (200-295м),1
http://www.wikidata.org/entity/Q483231,Hyundai Heavy Industries,Республика Корея,1116,1_малое (<25м),1
http://www.wikidata.org/entity/Q700418,Howaldtswerke-Deutsche Werft,Германия,262,8_vlcc и крупнее (>330м),1
http://www.wikidata.org/entity/Q829911,Nordic Yards Warnemünde,Германия,148,4_handysize (130-180м),94
http://www.wikidata.org/entity/Q1778277,Odense Steel Shipyard,Дания,188,7_capesize (295-330м),8
http://www.wikidata.org/entity/Q2298785,Van der Giessen de Noord,Нидерланды,81,5_handymax (180-200м),9
http://www.wikidata.org/entity/Q5629591,HHIC Phil,Филиппины,95,8_vlcc и крупнее (>330м),14
http://www.wikidata.org/entity/Q531348,Kaiserliche Werft Danzig,Германия,30,3_mini-handy (100-130м),7
http://www.wikidata.org/entity/Q1126024,Szczecin Shipyard,Польша,65,6_panamax (200-295м),10
http://www.wikidata.org/entity/Q4428231,Соломбальская верфь (казённая мануфактура),Российская империя,90,2_прибрежное (25-100м),2
http://www.wikidata.org/entity/Q4898067,Bethlehem Sparrows Point Shipyard,США,38,6_panamax (200-295м),2
http://www.wikidata.org/entity/Q261421,Peene-Werft,Германия,74,4_handysize (130-180м),32
http://www.wikidata.org/entity/Q652491,Orenstein & Koppel,Германия,30,4_handysize (130-180м),5
http://www.wikidata.org/entity/Q1653679,IHI Corporation,Япония,87,7_capesize (295-330м),1
http://www.wikidata.org/entity/Q4686063,Damen Shipyards Galați,Румыния,181,4_handysize (130-180м),55
http://www.wikidata.org/entity/Q321253,Kriegsmarinewerft Wilhelmshaven,Германия,10,4_handysize (130-180м),5
http://www.wikidata.org/entity/Q463858,Kaiserliche Werft Kiel,Германская империя,17,3_mini-handy (100-130м),5
http://www.wikidata.org/entity/Q524435,Нью-Йоркская военно-морская верфь,США,90,5_handymax (180-200м),2
http://www.wikidata.org/entity/Q641314,Deutsche Werke,Германский рейх,20,4_handysize (130-180м),1
