company,companyLabel,countryLabel,shipsBuilt,sizeClass,shipsInClass
http://www.wikidata.org/entity/Q1549757,Scotts Shipbuilding and Engineering Company,Великобритания,79,3_mini-handy (100-130м),14
http://www.wikidata.org/entity/Q1746543,Lithgows,Великобритания,62,4_handysize (130-180м),13
http://www.wikidata.org/entity/Q2297404,3. Maj,Хорватия,126,4_handysize (130-180м),38
http://www.wikidata.org/entity/Q2297404,3. Maj,Австро-Венгрия,126,4_handysize (130-180м),38
http://www.wikidata.org/entity/Q2297404,3. Maj,Югославия,126,4_handysize (130-180м),38
http://www.wikidata.org/entity/Q2578470,William Denny and Brothers,Великобритания,170,4_handysize (130-180м),2
http://www.wikidata.org/entity/Q2578470,William Denny and Brothers,Великобритания,170,1_малое (<25м),1
http://www.wikidata.org/entity/Q3505627,Earle's Shipbuilding,Великобритания,59,3_mini-handy (100-130м),2
http://www.wikidata.org/entity/Q6860129,Millwall Iron Works,Великобритания,8,2_прибрежное (25-100м),3
http://www.wikidata.org/entity/Q21755408,J & G Thomson,,5,2_прибрежное (25-100м),1
http://www.wikidata.org/entity/Q111972124,Arsenal da Marinha,Португалия,49,2_прибрежное (25-100м),45
http://www.wikidata.org/entity/Q530989,Балтийский завод,Россия,109,5_handymax (180-200м),5
http://www.wikidata.org/entity/Q748148,Kawasaki Heavy Industries,Япония,94,6_panamax (200-295м),22
http://www.wikidata.org/entity/Q765925,Chantiers de l'Atlantique,Франция,168,5_handymax (180-200м),21
http://www.wikidata.org/entity/Q1327429,Fincantieri,Италия,270,2_прибрежное (25-100м),20
http://www.wikidata.org/entity/Q1548575,"R. & W. Hawthorn, Leslie and Company",Великобритания,129,3_mini-handy (100-130м),12
http://www.wikidata.org/entity/Q1548690,Военно-морская верфь Филадельфии,США,78,5_handymax (180-200м),1
http://www.wikidata.org/entity/Q1606052,Svendborg Skibsværft,Дания,45,2_прибрежное (25-100м),34
http://www.wikidata.org/entity/Q1653679,IHI Corporation,Япония,87,6_panamax (200-295м),13
http://www.wikidata.org/entity/Q2061530,Swan Hunter,Великобритания,311,6_panamax (200-295м),23
http://www.wikidata.org/entity/Q2790777,Военно-морской арсенал в Йокосуке,Японская империя,55,6_panamax (200-295м),12
http://www.wikidata.org/entity/Q2956394,Chantiers Dubigeon,Франция,33,2_прибрежное (25-100м),3
http://www.wikidata.org/entity/Q3326593,IZAR,Испания,8,5_handymax (180-200м),1
http://www.wikidata.org/entity/Q3432552,Orlogsværftet,Дания,14,2_прибрежное (25-100м),7
http://www.wikidata.org/entity/Q3437441,Uddevalla shipyard,Швеция,37,4_handysize (130-180м),12
http://www.wikidata.org/entity/Q3437865,Bergen Mekaniske Verksted,Норвегия,117,4_handysize (130-180м),30
http://www.wikidata.org/entity/Q4011196,Vickers Shipbuilding and Engineering,Великобритания,31,6_panamax (200-295м),5
http://www.wikidata.org/entity/Q4062699,Судостроительная фирма «Алмаз»,Россия,6,2_прибрежное (25-100м),2
http://www.wikidata.org/entity/Q4916181,"Birely, Hillman & Streaker",,4,2_прибрежное (25-100м),1
http://www.wikidata.org/entity/Q5389052,Eriksbergs Mekaniska Verkstad,Швеция,106,2_прибрежное (25-100м),11
http://www.wikidata.org/entity/Q7705226,Imperial Arsenal,Османская империя,9,2_прибрежное (25-100м),2
http://www.wikidata.org/entity/Q11309941,Japan Marine United,Япония,255,6_panamax (200-295м),71
http://www.wikidata.org/entity/Q11357147,Mitsubishi Heavy Industries Nagasaki Shipyard & Machinery,Япония,163,4_handysize (130-180м),14
http://www.wikidata.org/entity/Q11394144,Naikai Zosen Corporation,Япония,46,1_малое (<25м),1
http://www.wikidata.org/entity/Q11962478,Brødrene Aa,Норвегия,41,2_прибрежное (25-100м),30
http://www.wikidata.org/entity/Q12358532,Aker Finnyards,Финляндия,28,5_handymax (180-200м),8
http://www.wikidata.org/entity/Q17328871,A. Vuijk & Zonen's Scheepswerven,Нидерланды,20,4_handysize (130-180м),7
http://www.wikidata.org/entity/Q22120466,Mitsubishi Heavy Industries Shimonoseki Shipyard & Machinery Works,Япония,28,2_прибрежное (25-100м),7
http://www.wikidata.org/entity/Q47109392,Tangen Verft,Норвегия,22,4_handysize (130-180м),4
http://www.wikidata.org/entity/Q52265373,Trosvik Verksted,Норвегия,88,3_mini-handy (100-130м),14
http://www.wikidata.org/entity/Q108102011,Anadolu Shipyard,Турция,17,3_mini-handy (100-130м),5
http://www.wikidata.org/entity/Q207587,Рошфор,Франция,23,2_прибрежное (25-100м),3
http://www.wikidata.org/entity/Q494839,STX Europe,Норвегия,4,4_handysize (130-180м),2
http://www.wikidata.org/entity/Q689159,Армстронг Уитуорт,Великобритания,143,4_handysize (130-180м),13
http://www.wikidata.org/entity/Q827085,Nobiskrug,Германия,84,3_mini-handy (100-130м),28
http://www.wikidata.org/entity/Q839979,Красное Сормово,Россия,203,3_mini-handy (100-130м),61
http://www.wikidata.org/entity/Q889816,Bodewes Shipyards,Нидерланды,176,3_mini-handy (100-130м),59
http://www.wikidata.org/entity/Q950580,Damen Shipyards Group,Нидерланды,55,2_прибрежное (25-100м),27
http://www.wikidata.org/entity/Q1453164,Frederikshavn Shipyard,Дания,62,2_прибрежное (25-100м),24
http://www.wikidata.org/entity/Q1673509,Rolandwerft,Германия,99,3_mini-handy (100-130м),13
http://www.wikidata.org/entity/Q2234114,Schichau Unterweser,Германия,28,2_прибрежное (25-100м),13
http://www.wikidata.org/entity/Q3655764,Rodriquez Cantieri Navali,Италия,17,3_mini-handy (100-130м),2
http://www.wikidata.org/entity/Q4861094,Barkmeijer Shipyards,Нидерланды,68,2_прибрежное (25-100м),58
http://www.wikidata.org/entity/Q5000378,Burrard Dry Dock,Канада,29,2_прибрежное (25-100м),10
http://www.wikidata.org/entity/Q11309941,Japan Marine United,Япония,255,8_vlcc и крупнее (>330м),40
http://www.wikidata.org/entity/Q11465503,Onomichi Dockyard,Япония,216,5_handymax (180-200м),114
http://www.wikidata.org/entity/Q12740726,Severnav,Румыния,54,3_mini-handy (100-130м),2
http://www.wikidata.org/entity/Q17101117,Austin & Pickersgill,Великобритания,27,2_прибрежное (25-100м),9
http://www.wikidata.org/entity/Q52276032,Hatlø Verksted,Норвегия,46,2_прибрежное (25-100м),38
http://www.wikidata.org/entity/Q52288275,Vard Brattvaag,Норвегия,68,4_handysize (130-180м),5
http://www.wikidata.org/entity/Q55947781,Havyard Ship Technology,Норвегия,71,3_mini-handy (100-130м),19
http://www.wikidata.org/entity/Q56239761,Thecla Bodewes Shipyards,Нидерланды,13,2_прибрежное (25-100м),10
http://www.wikidata.org/entity/Q61770120,Cemre Shipyard,Турция,17,2_прибрежное (25-100м),12
http://www.wikidata.org/entity/Q84569580,Boele's Scheepswerven & Machinefabriek,Нидерланды,10,2_прибрежное (25-100м),5
http://www.wikidata.org/entity/Q109367900,"Scheepswerf Voorwaarts, Hoogezand",Нидерланды,7,2_прибрежное (25-100м),7
http://www.wikidata.org/entity/Q128934855,Bodewes Gruno,Нидерланды,6,2_прибрежное (25-100м),6
http://www.wikidata.org/entity/Q135182495,Scheepswerf Gebr. Coops,Нидерланды,4,2_прибрежное (25-100м),4
http://www.wikidata.org/entity/Q27432,Bethlehem Steel,США,122,4_handysize (130-180м),9
http://www.wikidata.org/entity/Q497860,Hanwha Ocean,Республика Корея,1105,3_mini-handy (100-130м),23
http://www.wikidata.org/entity/Q626585,Верфь Hyundai Mipo,Республика Корея,1481,2_прибрежное (25-100м),9
http://www.wikidata.org/entity/Q626585,Верфь Hyundai Mipo,Республика Корея,1481,3_mini-handy (100-130м),22
http://www.wikidata.org/entity/Q634984,Federal Shipbuilding and Drydock Company,США,193,3_mini-handy (100-130м),5
http://www.wikidata.org/entity/Q950580,Damen Shipyards Group,Нидерланды,55,3_mini-handy (100-130м),5
http://www.wikidata.org/entity/Q1016711,Burmester Werft,Германия,12,2_прибрежное (25-100м),2
http://www.wikidata.org/entity/Q1189406,Nylands mekaniske verksted,Норвегия,304,3_mini-handy (100-130м),3
http://www.wikidata.org/entity/Q1543070,Grangemouth Dockyard Company,Великобритания,15,2_прибрежное (25-100м),8
http://www.wikidata.org/entity/Q1549803,Robert Duncan and Co.,Великобритания,7,3_mini-handy (100-130м),1
http://www.wikidata.org/entity/Q1631703,Howaldtswerke Hamburg,Германия,61,2_прибрежное (25-100м),4
http://www.wikidata.org/entity/Q1631703,Howaldtswerke Hamburg,Германский рейх,61,2_прибрежное (25-100м),4
http://www.wikidata.org/entity/Q1677408,Джейкоб Аарон Вестервельт,,10,2_прибрежное (25-100м),1
http://www.wikidata.org/entity/Q2298785,Van der Giessen de Noord,Нидерланды,81,3_mini-handy (100-130м),12
http://www.wikidata.org/entity/Q2535390,Vulkanwerft,Германия,14,4_handysize (130-180м),3
http://www.wikidata.org/entity/Q2579015,William Gray & Company,Великобритания,43,3_mini-handy (100-130м),6
http://www.wikidata.org/entity/Q2615597,Neafie & Levy,,18,1_малое (<25м),1
http://www.wikidata.org/entity/Q6351825,Kaldnes Mekaniske Verksted,Норвегия,49,3_mini-handy (100-130м),1
http://www.wikidata.org/entity/Q10727553,Öresund shipyard,Швеция,63,2_прибрежное (25-100м),7
http://www.wikidata.org/entity/Q18287543,Cityvarvet,Швеция,21,3_mini-handy (100-130м),4
http://www.wikidata.org/entity/Q56249339,Tille Scheepsbouw,Нидерланды,47,3_mini-handy (100-130м),9
http://www.wikidata.org/entity/Q321221,Neptun Werft,Германия,147,8_vlcc и крупнее (>330м),2
http://www.wikidata.org/entity/Q527466,Bremer Vulkan,Германия,190,6_panamax (200-295м),34
http://www.wikidata.org/entity/Q527466,Bremer Vulkan,Германский рейх,190,6_panamax (200-295м),34
http://www.wikidata.org/entity/Q637673,Wilton-Fijenoord,Нидерланды,30,6_panamax (200-295м),2
http://www.wikidata.org/entity/Q637673,Wilton-Fijenoord,Нидерланды,30,2_прибрежное (25-100м),4
http://www.wikidata.org/entity/Q700418,Howaldtswerke-Deutsche Werft,Германия,262,6_panamax (200-295м),82
http://www.wikidata.org/entity/Q703928,"CSBC Corporation, Taiwan",Китайская Республика (Тайвань),280,2_прибрежное (25-100м),5
http://www.wikidata.org/entity/Q946123,Rotterdamsche Droogdok Maatschappij,Нидерланды,28,3_mini-handy (100-130м),6
http://www.wikidata.org/entity/Q1817824,Uljanik,Хорватия,151,2_прибрежное (25-100м),12
http://www.wikidata.org/entity/Q1817824,Uljanik,Австро-Венгрия,151,2_прибрежное (25-100м),12
http://www.wikidata.org/entity/Q1817824,Uljanik,Югославия,151,2_прибрежное (25-100м),12
http://www.wikidata.org/entity/Q3655776,Q3655776,Италия,56,2_прибрежное (25-100м),6
http://www.wikidata.org/entity/Q30931022,Huangpu Wenchong Shipbuilding,Китай,56,2_прибрежное (25-100м),7
http://www.wikidata.org/entity/Q112567704,Bethlehem Key Highway Shipyard,США,6,2_прибрежное (25-100м),2
http://www.wikidata.org/entity/Q118908044,Verolme Scheepswerf Heusden,Нидерланды,17,3_mini-handy (100-130м),4
http://www.wikidata.org/entity/Q317300,Kaiserliche Werft Wilhelmshaven,Германия,17,6_panamax (200-295м),1
http://www.wikidata.org/entity/Q317300,Kaiserliche Werft Wilhelmshaven,Германская империя,17,6_panamax (200-295м),1
http://www.wikidata.org/entity/Q321253,Kriegsmarinewerft Wilhelmshaven,Германия,10,6_panamax (200-295м),2
http://www.wikidata.org/entity/Q323531,Flensburger Schiffbau-Gesellschaft,Германия,150,4_handysize (130-180м),48
http://www.wikidata.org/entity/Q426695,New York Shipbuilding,США,165,6_panamax (200-295м),5
http://www.wikidata.org/entity/Q530989,Балтийский завод,Россия,109,6_panamax (200-295м),11
http://www.wikidata.org/entity/Q530989,Балтийский завод,Россия,109,4_handysize (130-180м),14
http://www.wikidata.org/entity/Q573094,Заводы Шихау,Пруссия,155,6_panamax (200-295м),3
http://www.wikidata.org/entity/Q573094,Заводы Шихау,Германский рейх,155,6_panamax (200-295м),3
http://www.wikidata.org/entity/Q641314,Deutsche Werke,Германский рейх,20,6_panamax (200-295м),4
http://www.wikidata.org/entity/Q689159,Армстронг Уитуорт,Великобритания,143,6_panamax (200-295м),5
http://www.wikidata.org/entity/Q763386,Brest Arsenal,Франция,44,6_panamax (200-295м),2
http://www.wikidata.org/entity/Q1139597,Palmers Shipbuilding and Iron Company,Великобритания,85,6_panamax (200-295м),1
http://www.wikidata.org/entity/Q1207020,Девонпорт (военно-морская база),Великобритания,103,6_panamax (200-295м),1
http://www.wikidata.org/entity/Q1323171,Fore River Shipyard,США,99,6_panamax (200-295м),12
http://www.wikidata.org/entity/Q1393251,Fairfield Shipbuilding and Engineering Company,Великобритания,181,6_panamax (200-295м),3
http://www.wikidata.org/entity/Q2688386,Военно-морской арсенал Куре,Япония,39,6_panamax (200-295м),10
http://www.wikidata.org/entity/Q3655748,Regio Cantiere di Castellammare di Stabia,Италия,63,4_handysize (130-180м),20
http://www.wikidata.org/entity/Q6379823,Kawasaki Heavy Industries Ship & Offshore Structure Company,Япония,42,6_panamax (200-295м),13
http://www.wikidata.org/entity/Q7330990,Richmond Shipyards,США,23,4_handysize (130-180м),1
http://www.wikidata.org/entity/Q14329180,Lux-Werft und Schifffahrt,Германия,48,1_малое (<25м),4
http://www.wikidata.org/entity/Q15127417,Schiffswerft Hermann Barthel,Германия,4,2_прибрежное (25-100м),3
http://www.wikidata.org/entity/Q15127417,Schiffswerft Hermann Barthel,Германия,4,1_малое (<25м),1
http://www.wikidata.org/entity/Q21192982,Nuovi Cantieri Apuania,Италия,36,5_handymax (180-200м),12
http://www.wikidata.org/entity/Q50335714,Fijenoord,Нидерланды,5,2_прибрежное (25-100м),3
http://www.wikidata.org/entity/Q304148,Österreichische Schiffswerften AG,Австрия,26,3_mini-handy (100-130м),8
http://www.wikidata.org/entity/Q463858,Kaiserliche Werft Kiel,Германская империя,17,4_handysize (130-180м),6
http://www.wikidata.org/entity/Q807945,Barclay Curle,Великобритания,65,8_vlcc и крупнее (>330м),3
http://www.wikidata.org/entity/Q932897,Yarrow Shipbuilders,Великобритания,188,2_прибрежное (25-100м),11
http://www.wikidata.org/entity/Q932897,Yarrow Shipbuilders,Соединённое королевство Великобритании и Ирландии,188,2_прибрежное (25-100м),11
http://www.wikidata.org/entity/Q1342306,Samuda Brothers,Великобритания,25,7_capesize (295-330м),2
http://www.wikidata.org/entity/Q1549757,Scotts Shipbuilding and Engineering Company,Великобритания,79,2_прибрежное (25-100м),9
http://www.wikidata.org/entity/Q1699354,John Blumer and Company,Великобритания,5,2_прибрежное (25-100м),2
http://www.wikidata.org/entity/Q1746543,Lithgows,Великобритания,62,8_vlcc и крупнее (>330м),2
http://www.wikidata.org/entity/Q6104202,J.L. Thompson and Sons,Великобритания,44,2_прибрежное (25-100м),2
http://www.wikidata.org/entity/Q6254386,John Readhead & Sons,Великобритания,8,4_handysize (130-180м),1
http://www.wikidata.org/entity/Q8021298,Уильямстаунская верфь,Австралия,17,3_mini-handy (100-130м),2
http://www.wikidata.org/entity/Q12716462,Laxevaag Maskin & Jernskibsbyggeri,Норвегия,24,2_прибрежное (25-100м),6
http://www.wikidata.org/entity/Q13220673,Виккерс,Великобритания,47,4_handysize (130-180м),8
http://www.wikidata.org/entity/Q15054446,Cantiere Navale Triestino,Италия,7,3_mini-handy (100-130м),2
http://www.wikidata.org/entity/Q85230816,H. Parry & Son,Португалия,3,2_прибрежное (25-100м),3
http://www.wikidata.org/entity/Q1345,Филадельфия,США,3,2_прибрежное (25-100м),1
http://www.wikidata.org/entity/Q527466,Bremer Vulkan,Германия,190,3_mini-handy (100-130м),22
http://www.wikidata.org/entity/Q527466,Bremer Vulkan,Германский рейх,190,3_mini-handy (100-130м),22
http://www.wikidata.org/entity/Q560947,Nordseewerke,Германия,131,4_handysize (130-180м),57
http://www.wikidata.org/entity/Q568913,Штулкен,Германия,33,3_mini-handy (100-130м),9
http://www.wikidata.org/entity/Q568913,Штулкен,Германский рейх,33,3_mini-handy (100-130м),9
http://www.wikidata.org/entity/Q763052,Vickers-Armstrongs,Великобритания,123,3_mini-handy (100-130м),11
http://www.wikidata.org/entity/Q891830,Bombay Dockyard,Индия,33,2_прибрежное (25-100м),1
http://www.wikidata.org/entity/Q932897,Yarrow Shipbuilders,Великобритания,188,3_mini-handy (100-130м),13
http://www.wikidata.org/entity/Q932897,Yarrow Shipbuilders,Великобритания,188,4_handysize (130-180м),10
http://www.wikidata.org/entity/Q932897,Yarrow Shipbuilders,Соединённое королевство Великобритании и Ирландии,188,3_mini-handy (100-130м),13
http://www.wikidata.org/entity/Q932897,Yarrow Shipbuilders,Соединённое королевство Великобритании и Ирландии,188,4_handysize (130-180м),10
http://www.wikidata.org/entity/Q1158347,Damen Schelde Naval Shipbuilding,Нидерланды,60,3_mini-handy (100-130м),6
http://www.wikidata.org/entity/Q1207020,Девонпорт (военно-морская база),Великобритания,103,3_mini-handy (100-130м),1
http://www.wikidata.org/entity/Q1262248,Арсенал,Италия,5,2_прибрежное (25-100м),1
http://www.wikidata.org/entity/Q2506669,VT Group,Великобритания,20,3_mini-handy (100-130м),1
http://www.wikidata.org/entity/Q4128552,Выборгский судостроительный завод,Россия,56,3_mini-handy (100-130м),16
http://www.wikidata.org/entity/Q4219718,Керченский судостроительный завод,Россия,39,3_mini-handy (100-130м),2
http://www.wikidata.org/entity/Q4219718,Керченский судостроительный завод,Украина,39,3_mini-handy (100-130м),2
http://www.wikidata.org/entity/Q4497365,Херсонский судостроительный завод,Украина,82,4_handysize (130-180м),60
http://www.wikidata.org/entity/Q82610,Newport News Shipbuilding,США,221,8_vlcc и крупнее (>330м),21
http://www.wikidata.org/entity/Q396555,Кралевица,Хорватия,4,2_прибрежное (25-100м),4
http://www.wikidata.org/entity/Q1439358,Fosen Yard,Норвегия,50,4_handysize (130-180м),16
http://www.wikidata.org/entity/Q3155843,Italcantieri,Италия,14,4_handysize (130-180м),6
http://www.wikidata.org/entity/Q5575109,Goa Shipyard Limited,Индия,13,2_прибрежное (25-100м),7
http://www.wikidata.org/entity/Q7257522,Huntington Ingalls Industries,США,18,8_vlcc и крупнее (>330м),2
http://www.wikidata.org/entity/Q11875321,Lehtoniemi,Финляндия,5,1_малое (<25м),1
http://www.wikidata.org/entity/Q11957113,Akers mekaniske verksted,Норвегия,93,2_прибрежное (25-100м),13
http://www.wikidata.org/entity/Q16575033,Hijos de J. Barreras,Испания,51,4_handysize (130-180м),32
http://www.wikidata.org/entity/Q21192982,Nuovi Cantieri Apuania,Италия,36,2_прибрежное (25-100м),10
http://www.wikidata.org/entity/Q28569825,Robert Napier and Sons,Великобритания,34,4_handysize (130-180м),2
http://www.wikidata.org/entity/Q47091902,Fevigs Jernskibsbyggeri,Норвегия,14,6_panamax (200-295м),1
http://www.wikidata.org/entity/Q292748,AG Weser,Германия,116,3_mini-handy (100-130м),26
http://www.wikidata.org/entity/Q292748,AG Weser,Германский рейх,116,3_mini-handy (100-130м),26
http://www.wikidata.org/entity/Q316438,Deutsche Werft,Германия,66,4_handysize (130-180м),35
http://www.wikidata.org/entity/Q316438,Deutsche Werft,Нацистская Германия,66,4_handysize (130-180м),35
http://www.wikidata.org/entity/Q316438,Deutsche Werft,Веймарская республика,66,4_handysize (130-180м),35
http://www.wikidata.org/entity/Q316438,Deutsche Werft,Германская империя,66,4_handysize (130-180м),35
http://www.wikidata.org/entity/Q316438,Deutsche Werft,Германский рейх,66,4_handysize (130-180м),35
http://www.wikidata.org/entity/Q320012,Flender Werke,Германия,103,4_handysize (130-180м),35
http://www.wikidata.org/entity/Q320012,Flender Werke,Нацистская Германия,103,4_handysize (130-180м),35
http://www.wikidata.org/entity/Q320012,Flender Werke,Германский рейх,103,4_handysize (130-180м),35
http://www.wikidata.org/entity/Q560947,Nordseewerke,Германия,131,2_прибрежное (25-100м),12
http://www.wikidata.org/entity/Q705377,Meyer Werft,Германия,152,6_panamax (200-295м),37
http://www.wikidata.org/entity/Q1016711,Burmester Werft,Германия,12,1_малое (<25м),7
http://www.wikidata.org/entity/Q1250754,Hitzler Werft,Германия,43,2_прибрежное (25-100м),37
http://www.wikidata.org/entity/Q1524298,STX Finland,Финляндия,39,6_panamax (200-295м),8
http://www.wikidata.org/entity/Q1999049,Norfolk Naval Shipyard,США,55,2_прибрежное (25-100м),1
http://www.wikidata.org/entity/Q2956394,Chantiers Dubigeon,Франция,33,5_handymax (180-200м),2
http://www.wikidata.org/entity/Q3817603,Kvaerner Masa-Yards,Финляндия,45,5_handymax (180-200м),4
http://www.wikidata.org/entity/Q5139314,Cochin Shipyard,Индия,22,2_прибрежное (25-100м),16
http://www.wikidata.org/entity/Q5358613,Eleusis Shipyards,Греция,5,4_handysize (130-180м),2
http://www.wikidata.org/entity/Q7224811,Wärtsilä Marine,,11,4_handysize (130-180м),5
http://www.wikidata.org/entity/Q7226025,Polson Iron Works Limited,Канада,13,4_handysize (130-180м),1
http://www.wikidata.org/entity/Q7988166,Western Pipe and Steel Company,США,56,4_handysize (130-180м),3
http://www.wikidata.org/entity/Q9266563,Remontowa,Польша,63,2_прибрежное (25-100м),41
http://www.wikidata.org/entity/Q12358532,Aker Finnyards,Финляндия,28,7_capesize (295-330м),2
http://www.wikidata.org/entity/Q18160199,Dundee Shipbuilders Company,Соединённое королевство Великобритании и Ирландии,10,2_прибрежное (25-100м),2
http://www.wikidata.org/entity/Q47136413,Lindstøl Skips- & Båtbyggeri,Норвегия,21,1_малое (<25м),4
http://www.wikidata.org/entity/Q105019750,Masa Yards,Финляндия,3,4_handysize (130-180м),2
http://www.wikidata.org/entity/Q105019750,Masa Yards,Финляндия,3,6_panamax (200-295м),1
http://www.wikidata.org/entity/Q641,Венеция,Италия,5,2_прибрежное (25-100м),1
http://www.wikidata.org/entity/Q705377,Meyer Werft,Германия,152,4_handysize (130-180м),27
http://www.wikidata.org/entity/Q765925,Chantiers de l'Atlantique,Франция,168,2_прибрежное (25-100м),4
http://www.wikidata.org/entity/Q884303,Nordic Yards Wismar,Германия,224,4_handysize (130-180м),81
http://www.wikidata.org/entity/Q1227511,Naval Group,Франция,60,4_handysize (130-180м),15
http://www.wikidata.org/entity/Q1585610,Keppel Corporation,Сингапур,6,3_mini-handy (100-130м),3
http://www.wikidata.org/entity/Q2279275,Shipyard De Hoop,Нидерланды,36,4_handysize (130-180м),8
http://www.wikidata.org/entity/Q3460164,STX France,Франция,10,2_прибрежное (25-100м),3
http://www.wikidata.org/entity/Q4783172,El-Mokawloon El-Arab,Египет,11,2_прибрежное (25-100м),11
http://www.wikidata.org/entity/Q5092878,Chesapeake Shipbuilding,США,12,2_прибрежное (25-100м),9
http://www.wikidata.org/entity/Q5092878,Chesapeake Shipbuilding,США,12,7_capesize (295-330м),1
http://www.wikidata.org/entity/Q5147321,Collingwood Shipbuilding,Канада,61,6_panamax (200-295м),21
http://www.wikidata.org/entity/Q5147321,Collingwood Shipbuilding,Канада,61,3_mini-handy (100-130м),4
http://www.wikidata.org/entity/Q18549846,Vard Tulcea,Румыния,71,3_mini-handy (100-130м),8
http://www.wikidata.org/entity/Q20061713,West Sea,Португалия,8,2_прибрежное (25-100м),7
http://www.wikidata.org/entity/Q22671523,Q22671523,Германия,6,2_прибрежное (25-100м),6
http://www.wikidata.org/entity/Q122732470,De Merwede,Нидерланды,10,3_mini-handy (100-130м),6
http://www.wikidata.org/entity/Q127634403,VAHALI,,17,4_handysize (130-180м),15
http://www.wikidata.org/entity/Q131460976,TeamCo Shipyard BV,Нидерланды,12,4_handysize (130-180м),9
http://www.wikidata.org/entity/Q131983362,Q131983362,Бельгия,10,3_mini-handy (100-130м),5
http://www.wikidata.org/entity/Q329553,Elbewerft Boizenburg,ГДР,75,3_mini-handy (100-130м),16
http://www.wikidata.org/entity/Q530989,Балтийский завод,Россия,109,2_прибрежное (25-100м),8
http://www.wikidata.org/entity/Q884303,Nordic Yards Wismar,Германия,224,2_прибрежное (25-100м),18
http://www.wikidata.org/entity/Q889813,Bodewes Binnenvaart,Нидерланды,22,3_mini-handy (100-130м),1
http://www.wikidata.org/entity/Q913741,Incat,Австралия,64,4_handysize (130-180м),3
http://www.wikidata.org/entity/Q1524298,STX Finland,Финляндия,39,2_прибрежное (25-100м),13
http://www.wikidata.org/entity/Q1563326,Ostseestaal,Германия,6,1_малое (<25м),5
http://www.wikidata.org/entity/Q1563326,Ostseestaal,Германия,6,2_прибрежное (25-100м),1
http://www.wikidata.org/entity/Q2210573,Roßlauer Schiffswerft,ГДР,61,3_mini-handy (100-130м),18
http://www.wikidata.org/entity/Q2295400,Smiths Dock Company,Великобритания,53,2_прибрежное (25-100м),6
http://www.wikidata.org/entity/Q2956404,Chantiers de la Loire,Франция,5,3_mini-handy (100-130м),4
http://www.wikidata.org/entity/Q11394144,Naikai Zosen Corporation,Япония,46,5_handymax (180-200м),11
http://www.wikidata.org/entity/Q11890180,Rauma-Repola,Финляндия,61,4_handysize (130-180м),15
http://www.wikidata.org/entity/Q12744193,Oltenita Shipyard,Румыния,174,2_прибрежное (25-100м),22
http://www.wikidata.org/entity/Q15637769,CRIST,Польша,34,2_прибрежное (25-100м),24
http://www.wikidata.org/entity/Q15637769,CRIST,Польша,34,3_mini-handy (100-130м),3
http://www.wikidata.org/entity/Q18688137,Koninklijke Schelde Groep,Нидерланды,3,3_mini-handy (100-130м),2
http://www.wikidata.org/entity/Q20653412,Åsiverken,Швеция,32,2_прибрежное (25-100м),25
http://www.wikidata.org/entity/Q21192982,Nuovi Cantieri Apuania,Италия,36,6_panamax (200-295м),3
http://www.wikidata.org/entity/Q21927194,Meyer Turku,Финляндия,56,6_panamax (200-295м),6
http://www.wikidata.org/entity/Q22120466,Mitsubishi Heavy Industries Shimonoseki Shipyard & Machinery Works,Япония,28,5_handymax (180-200м),7
http://www.wikidata.org/entity/Q52278903,Myklebust Verft,Норвегия,39,3_mini-handy (100-130м),4
http://www.wikidata.org/entity/Q61770120,Cemre Shipyard,Турция,17,3_mini-handy (100-130м),3
http://www.wikidata.org/entity/Q109803205,Holland Shipyards Group,Нидерланды,6,2_прибрежное (25-100м),5
http://www.wikidata.org/entity/Q124485935,Olkiluoto shipyard,Финляндия,3,2_прибрежное (25-100м),3
http://www.wikidata.org/entity/Q300860,Ольборгская судоверфь,Дания,81,3_mini-handy (100-130м),15
http://www.wikidata.org/entity/Q1736541,Гданьская судоверфь,Польша,172,3_mini-handy (100-130м),38
http://www.wikidata.org/entity/Q2742109,Sociedad Española de Construcción Naval,Испания,37,2_прибрежное (25-100м),2
http://www.wikidata.org/entity/Q3817603,Kvaerner Masa-Yards,Финляндия,45,6_panamax (200-295м),26
http://www.wikidata.org/entity/Q4069935,Арсенал в Картахене,Испания,54,2_прибрежное (25-100м),1
http://www.wikidata.org/entity/Q4822844,Austal USA,США,39,2_прибрежное (25-100м),3
http://www.wikidata.org/entity/Q7325319,Richard Dunston,Великобритания,34,2_прибрежное (25-100м),32
http://www.wikidata.org/entity/Q47091902,Fevigs Jernskibsbyggeri,Норвегия,14,2_прибрежное (25-100м),2
http://www.wikidata.org/entity/Q48816402,Ramage & Ferguson,Великобритания,21,2_прибрежное (25-100м),6
http://www.wikidata.org/entity/Q130425493,PT Kim Seah Shipyard Indonesia,Индонезия,5,1_малое (<25м),3
http://www.wikidata.org/entity/Q839974,Северная верфь,Россия,140,2_прибрежное (25-100м),16
http://www.wikidata.org/entity/Q884303,Nordic Yards Wismar,Германия,224,3_mini-handy (100-130м),16
http://www.wikidata.org/entity/Q913741,Incat,Австралия,64,3_mini-handy (100-130м),10
http://www.wikidata.org/entity/Q1516279,Umoe Mandal,Норвегия,18,2_прибрежное (25-100м),12
http://www.wikidata.org/entity/Q1585610,Keppel Corporation,Сингапур,6,2_прибрежное (25-100м),3
