companyLabel,countryLabel,shipsBuilt,avgLength,latestYear
Q1417678,Швеция,17,102.316,1979
Q3655764,Италия,17,88.13058823529411764706,2005
Вильям Генри Вебб,,17,0,1865
Q108102011,Турция,17,128.85454545454545454545,2013
Уильямстаунская верфь,Австралия,17,100.89,1973
Q118908044,Нидерланды,17,125.25705882352941176471,1996
Q1016857,Великобритания,17,106.4,1950
Q52502053,Норвегия,17,72.38647058823529411765,2021
Q20552874,Норвегия,17,86.164375,1983
Q47209820,Норвегия,17,90.173,1994
ОСТОН - завод имени С.М. Кирова,Россия,17,54.615,1991
Q3389169,Франция,17,49.45882352941176470588,2024
Q4732597,Канада,17,46.94470588235294117647,1997
Q18343358,Норвегия,17,113.17647058823529411765,2014
Пелла (завод),Россия,17,29.18285714285714285714,2016
Q5148015,Шри-Ланка,17,72.63928571428571428571,2022
Q1322196,Германия,17,302.53333333333333333333,1978
Q1151382,Великобритания,17,112.64888888888888888889,1904
Q886896,Великобритания,16,101.47,1958
Schlichting-Werft,Германия,16,94.11733333333333333333,1986
Q52502635,Норвегия,16,61.25928571428571428571,1978
Q5588432,Великобритания,16,78.3,1940
Q61861374,Испанская империя,16,61.3,1794
Q56161578,Сербия,16,96.473125,2005
Q5604346,Великобритания,16,158.8625,1965
Q6227785,Великобритания,16,102.4,1954
Q7987421,Норвегия,16,55.895,2000
Q16821144,США,16,0,1813
Q47108746,Норвегия,16,62.678125,1982
Q52276452,Норвегия,16,66.43266666666666666667,2001
Q47121943,Норвегия,16,65.12818181818181818182,1982
Q60989335,Китай,16,123.906,2024
Q61770120,Турция,16,88.46066666666666666667,2025
Q56436442,Нидерланды,16,76.613125,2020
Q63381408,Республика Корея,16,265.95125,2017
Q127687084,Китай,16,101.45375,2014
Q10718975,Швеция,16,20.05333333333333333333,1903
Q377674,Польша,15,71.56636363636363636364,2014
Q2792393,Бельгия,15,160.22625,1972
Q1543070,Великобритания,15,76.42222222222222222222,1966
Q97178247,Испания,15,144.38933333333333333333,2009
Q7889627,США,15,54.9,1942
Q20112906,Норвегия,15,64.47928571428571428571,1981
Q5253340,,15,166.36333333333333333333,1874
Astillero Río Santiago,Аргентина,15,138.66666666666666666667,2024
Q52277460,Норвегия,15,63.89230769230769230769,1992
Q128381292,Китай,15,172.58538461538461538462,2013
Ярославский судостроительный завод,,15,56.955,1993
Q10313115,Сингапур,15,153.15464285714285714286,2011
Q105572387,Соединённое королевство Великобритании и Ирландии,15,61.02,1917
Q75521129,Япония,15,0,
Q880959,Великобритания,14,91,1874
Q106202080,Испания,14,71.40428571428571428571,1988
Дональд Маккей,,14,71.06666666666666666667,1869
Walter Hood and Company,Великобритания,14,64.62,1895
Q3155843,Италия,14,134.21375,1983
Q7007381,США,14,131.885,1945
Q2535390,Германия,14,188.54,1929
Q20715102,США,14,203.61,1962
Seattle Construction and Drydock Company,США,14,294.775,1914
Q47091902,Норвегия,14,118.83333333333333333333,1910
Northrop Grumman Ship Systems,США,14,289.318,2003
Q10474862,Швеция,14,26.46166666666666666667,2019
Q17750722,Норвегия,14,60.23846153846153846154,1982
Q114762497,Бразилия,14,49.37571428571428571429,1838
Q55998846,Турция,14,84.97057142857142857143,2022
Q4939795,США,14,113.875,2021
Q54621315,,14,186,
Q1547220,,13,103.055,1912
Q897756,Германия,13,89.72461538461538461538,1996
Петрозавод,Россия,13,29.75,1967
Q5575109,Индия,13,66.62571428571428571429,2011
Walkers Limited,Австралия,13,0,1943
Q6663729,Великобритания,13,82,1955
Q56711451,Норвегия,13,98.05111111111111111111,1985
Судостроительный завод «Океан»,Украина,13,143.69,2007
Q12317546,Дания,13,32.53,2021
Q20391268,Египет,13,121.80666666666666666667,2007
Q3523533,Индия,13,109.84285714285714285714,2010
Q60607376,Германия,13,71.10538461538461538462,1996
Q61779982,Турция,13,118.51384615384615384615,2009
Q56239761,Нидерланды,13,91.80833333333333333333,2025
Q47455441,Норвегия,13,92.10384615384615384615,2021
Q2868911,Франция,13,0,
Q22101733,Канада,13,0,
Q10364786,Япония,13,0,
Q7226025,Канада,13,130,
Q115573248,Нидерланды,12,162.825,1998
Q11543253,Япония,12,173.5065,1942
Q297870,Чили,12,75.8625,2012
Q5709680,Испания,12,220.63666666666666666667,2000
Q3460164,Франция,12,219.28083333333333333333,2019
Q5092878,США,12,92.592,2019
Q22101742,,12,58.4,1908
Q1475054,Великобритания,12,136.45285714285714285714,1956
Q1882681,Нидерланды,12,146.21,1967
Q21036308,Германия,12,43.97083333333333333333,2017
Q5415904,Австралия,12,0,1943
Q3432552,Дания,12,61.99,1960
Q5895125,Китай,12,40.12916666666666666667,1972
Северное машиностроительное предприятие,Россия,12,90.73142857142857142857,2012
Q5079045,Великобритания,12,90.05714285714285714286,1959
Q6413598,Канада,12,0,1814
Q5458598,Великобритания,12,75.665,1956
Alabama Drydock and Shipbuilding Company,США,12,132.138,2002
Q6137738,Великобритания,12,52.73,1979
Q7673985,США,12,64.5825,1991
Q10542877,Швеция,12,63.5,1981
Q2166272,Великобритания,12,0,1925
Q2279934,Великобритания,12,257.75,1946
Q2803924,Нидерланды,12,49.04363636363636363636,2014
Q60429308,Япония,12,190.58416666666666666667,2000
Q131460976,Нидерланды,12,130.44727272727272727273,2024
Q52503428,Норвегия,12,36.968,2004
Q86718824,Норвегия,12,111.003,1982
Q7060207,США,12,141.53,1921
Амурский судостроительный завод,Россия,12,131.152,2009
Q2956410,Франция,12,91.90333333333333333333,
Q3276860,Испания,12,0,
Q7224811,,11,165.83,1990
Q870276,Германия,11,180.05636363636363636364,2021
Q6671056,Великобритания,11,139.6,1913
Q52263416,Норвегия,11,41.92,1982
Q1229954,Германия,11,67.79363636363636363636,1980
Q1229954,Германский рейх,11,67.79363636363636363636,1980
Q11288022,Великобритания,11,120.09,1902
Q8048969,Китай,11,125.49636363636363636364,2025
Cockerill-Ougrée,Бельгия,11,162.90909090909090909091,1980
Q7699876,,11,118,1996
Q60738807,Австралия,11,124.58,1968
Q6802713,,11,38.15727272727272727273,2003
Q1280552,Великобритания,11,0,1905
Q6236952,США,11,69.96,1957
Q19896633,,11,24.90545454545454545455,1959
Q26837618,Япония,11,61.40454545454545454545,2019
Kriegsmarinewerft Wilhelmshaven,Германия,11,187.61111111111111111111,1922
Q10589643,Швеция,11,69.435,1915
Q5348836,Норвегия,11,60.515,2010
Q106366881,Швеция,11,78.25111111111111111111,1987
Q5241717,Канада,11,134.80363636363636363636,1997
Q16606610,Испания,11,116.41909090909090909091,2014
Q7449144,,11,136.97727272727272727273,2024
Q121688957,Нидерланды,11,98.6,2015
Q18029550,Нидерланды,11,110.78111111111111111111,1963
Q2931199,Франция,11,30.87428571428571428571,2023
Burmester Werft,Германия,11,27.665,1970
Q4783172,Египет,11,72.81818181818181818182,2020
Q1030916,Великобритания,10,48.524,1999
Q18160199,Соединённое королевство Великобритании и Ирландии,10,86.62,1922
Q109028505,Испания,10,0,1768
Mitsubishi,Япония,10,213.902,1990
Q1769508,Германия,10,62.41111111111111111111,1960
Q6750274,США,10,140.32,1959
Perini Navi,Италия,10,64.609,2013
Q114799410,Португалия,10,67,1716
Q15054446,Италия,10,174.128,1929
Q7418903,Япония,10,190.48,2016
Q56277974,Китай,10,112.695,2003
Q654971,Нидерланды,10,258.4325,1975
Q2926119,Великобритания,10,60.055,1987
Q5895169,Китай,10,120,1938
Q3655757,Италия,10,44.07,1927
Q86667732,Италия,10,172.64142857142857142857,2023
Q1432254,Германия,10,51.06222222222222222222,1970
Q6104227,,10,56.965,2012
Q10318915,Португалия,10,120.09,1971
Chantiers et Ateliers Augustin Normand,Франция,10,86.53,1948
Q111058859,Нидерланды,10,80.744,1997
Q16569543,Испания,10,80.06666666666666666667,2008
Q26258863,Чехия,10,78.518,2005
Q99693171,Турция,10,90.84777777777777777778,2015
Q126907859,Китай,10,100.228,2011
Q84569580,Нидерланды,10,106.404,1966
Q135243132,Нидерланды,10,72.40111111111111111111,1978
Q118110475,Нидерланды,10,110.055,2000
Q4650301,Индия,10,134.0875,2013
Q122732470,Нидерланды,10,122.126,2004
Q131983362,Бельгия,10,98.20625,2016
Q124542421,Нидерланды,10,55.53333333333333333333,1979
Heesen Yachts,Нидерланды,10,42.556,2017
Q28229446,Италия,10,35.428,2006
Q17334709,Финляндия,10,103.3,1990
Q123865141,Китай,10,99.381,2022
Q115670336,Нидерланды,10,49.821,1962
Q2235333,Германия,10,70.67666666666666666667,1943
Джейкоб Аарон Вестервельт,,10,172.875,
Q58456899,Франция,10,32.97333333333333333333,2023
Q6503764,США,10,0,
Q5152503,США,10,0,
Q6105655,США,10,0,
Кастелламмаре-ди-Стабия,Италия,9,99.63333333333333333333,1936
Q672038,Швейцария,9,47.18333333333333333333,1914
Q369524,Венгрия,9,162.6875,1913
Q19373646,Норвегия,9,45.31142857142857142857,1995
Q67083915,Норвегия,9,120.76222222222222222222,2014
Q7705226,Османская империя,9,72.625,1829
Q124463941,Финляндия,9,134.81222222222222222222,1997
Рижская судоверфь,Латвия,9,46.69875,2009
Q11899761,Финляндия,9,59.33333333333333333333,2015
Q110655590,Швеция,9,79.04142857142857142857,1974
Q6860129,Великобритания,9,122.2475,1866
Q111892206,США,9,82.65428888888888888889,2016
Q20065205,Великобритания,9,0,1911
Q52502852,Норвегия,9,57.66125,1999
Q64932699,США,9,30.23,1971
Q57305687,Норвегия,9,41.79285714285714285714,2011
Q124159675,Дания,9,164.36222222222222222222,1994
Q111633923,Нидерланды,9,99.60555555555555555556,1966
Q56612012,Сингапур,9,64.37777777777777777778,2013
Q55949449,Норвегия,9,50.62625,2007
Q795618,Германия,9,28.6625,1992
Q124423258,Китай,9,176.215,2025
Q126366138,США,9,90.53111111111111111111,2018
St. Johns River Shipbuilding Company,США,9,134.6,1944
Q113571407,Нидерланды,9,45.3975,1966
Q2438322,Великобритания,9,85.61,
Ленинградский металлический завод,,9,98,
Q7228607,,9,0,
Dyle et Bacalan,,9,0,
Q845786,Бельгия,8,164.38166666666666666667,1975
Q3326593,Испания,8,177.40666666666666666667,2001
Q1362430,Германия,8,107.49428571428571428571,1968
Q15229083,Великобритания,8,144.125,1874
Q94972314,,8,31,1813
Q2251525,Германия,8,70.28714285714285714286,1973
Arctech Helsinki Shipyard,Финляндия,8,104.29625,2018
Пульман,США,8,57,1944
Q60619888,Германия,8,55.46875,1999
Q4796418,Бразилия,8,43.59,1938
Q14927575,Норвегия,8,83.29,1967
Q134413277,Болгария,8,160.83375,1986
Специя,Италия,8,0,1894
Q4834532,США,8,66.4641,2016
Q36878065,Чехия,8,89.4625,2000
Q115264430,Норвегия,8,44.21,2004
Q4937616,Швеция,8,26.1125,1999
Вашингтонская военно-морская верфь,США,8,0,1825
Q2235344,Германия,8,22.282,2005
Q6254386,Великобритания,8,179.55,1967
Q54165966,Норвегия,8,61.4525,1993
Q47087469,Норвегия,8,48.57285714285714285714,1979
Q3655744,Италия,8,97.71375,2012
Q10852472,Норвегия,8,125.02125,2022
Q2205021,Германия,8,87.15125,1963
Q2205021,Германский рейх,8,87.15125,1963
Q111725979,Польская Народная Республика,8,57.75,2011
Q122212865,Нидерланды,8,70.94625,1995
Q1021814,Германия,8,79.45142857142857142857,1984
Q15635042,Германия,8,35.53666666666666666667,1970
Q15635042,ГДР,8,35.53666666666666666667,1970
Q1715166,Германия,8,37.79,1970
Q107072312,Китай,8,182.36425,2024
Q20061713,Португалия,8,84.49125,2019
Q2175087,Германия,8,71.235,2008
Q1682990,Германия,8,35.72125,1923
Q1455638,Германия,8,55.91375,1928
Арсенал Фучжоу,Китай,8,0,
Сен-Мало,Франция,8,0,1780
Q7987797,,8,0,
Карлйохансверн,Норвегия,7,80.03333333333333333333,1964
Бенетти,Италия,7,59.68,2022
Q2235342,Австрия,7,75.756,1977
Q2289924,Великобритания,7,113.82333333333333333333,1957
Q812277,Германия,7,75.64833333333333333333,1971
Q61384576,Испания,7,99.73571428571428571429,2021
Q4834527,Великобритания,7,186.2,2020
Q2499714,Великобритания,7,181.454,1973
Сен-Назер,Франция,7,1369.51714285714285714286,2016
Q1795881,Германия,7,64.25,1972
Q16489077,Испания,7,140.5,2019
Q54874672,,7,77.57,1986
Astarsa,Аргентина,7,125.3775,1983
Q320058,Веймарская республика,7,66.64142857142857142857,1988
Средне-Невский судостроительный завод,Россия,7,57.8,2000
Q7603186,Австралия,7,86.048,1983
Q5348781,Норвегия,7,76.79428571428571428571,1992
COSCO,Китай,7,193.918,2019
Q6449578,Великобритания,7,188.5,2003
Q7231035,Канада,7,222.71428571428571428571,1979
Q1583714,Германия,7,82.35857142857142857143,1962
Q9350999,Польша,7,54.28285714285714285714,2007
Q23870433,Финляндия,7,90.00142857142857142857,2012
Q16178368,Республика Корея,7,153.34833333333333333333,1990
Q16178368,Генерал-губернаторство Корея,7,153.34833333333333333333,1990
General Dynamics,США,7,458.60333333333333333333,1986
Q6068515,,7,31.15285714285714285714,1983
Q3295104,Италия,7,81.922,2008
Q15883932,Нидерланды,7,134.78666666666666666667,1973
Q55855572,Китай,7,102.81166666666666666667,2013
Q18622932,Эстония,7,45,2018
Q109367900,Нидерланды,7,63.42285714285714285714,1982
Q124281878,Нидерланды,7,79.804,1973
Q124463215,Нидерланды,7,63.56428571428571428571,1977
Q2956386,Франция,7,166.02,1973
Q7640197,Республика Корея,7,217.02571428571428571429,2013
Q22672082,,7,41.09833333333333333333,2014
Q1497107,Германия,7,39.038,1914
Q107663081,США,7,74.27771428571428571429,2015
Q1549803,Великобритания,7,97.288,
Кировский завод,Россия,7,96,
Q6402927,Бангладеш,7,0,
Q15844307,Германия,7,26.9,
Q1065535,Великобритания,6,80.89,1875
Q22671523,Германия,6,55.825,1993
Бордо,Франция,6,0,1913
Q5221477,Вольный город Данциг,6,113.8575,1929
Q10680683,Швеция,6,43.86666666666666666667,1947
Военно-морской арсенал в городе Лорьян,Франция,6,129.5,1957
Q7545370,Канада,6,52.96666666666666666667,2012
Keppel Corporation,Сингапур,6,102.996,2011
Q25382933,Великобритания,6,85.3,1918
Q95511941,Франция,6,110,1866
Шербур-Октевиль,Франция,6,0,1809
Китайская корпорация тяжелого судостроения,Китай,6,253.88833333333333333333,2017
Q4700638,Норвегия,6,106.16666666666666666667,1984
STX Europe,Норвегия,6,235.74,2011
Q658546,Франция,6,225.76166666666666666667,1982
Q7569501,США,6,0,1945
Q358236,Германия,6,89.2,1962
Q134397568,США,6,402.79,1899
Q43082510,Финляндия,6,61.655,1938
Q43082510,Российская империя,6,61.655,1938
Q55956844,Норвегия,6,93.15333333333333333333,1986
Q1537695,Великобритания,6,58.55,1983
Q16323193,Дания,6,41.745,2006
Q11964703,Дания,6,24.965,2014
Q16295511,Великобритания,6,101.1,1920
Q1673688,Германия,6,84.74,1987
Q2868910,Франция,6,89.33,1966
Q10520540,Швеция,6,66.75166666666666666667,1956
Q59535663,Польша,6,82.94666666666666666667,2015
Q113279667,Нидерланды,6,135.95833333333333333333,2009
Море,Россия,6,35.11333333333333333333,1981
Море,Украина,6,35.11333333333333333333,1981
Q16536348,Италия,6,93.415,2001
Q56121139,Португалия,6,39.35166666666666666667,1993
Q90428675,Норвегия,6,28.375,2024
Израильские верфи,Израиль,6,89.95333333333333333333,2013
Q128934855,Нидерланды,6,72.00166666666666666667,1983
Q22569571,Нидерланды,6,158.41666666666666666667,1968
Q4700633,США,6,193.46666666666666666667,2024
Q134077306,Нидерланды,6,72.86,1962
China Merchants,Китай,6,157.64333333333333333333,2025
Судостроительная фирма «Алмаз»,Россия,6,54.15,2012
Q2880314,Германия,6,162.644,1982
Q2880314,Германский рейх,6,162.644,1982
Q85817257,Турция,6,88.472,2021
Q112567704,США,6,156.16666666666666666667,1980
Q109803205,Нидерланды,6,43.92,2023
Q135243259,Нидерланды,6,66.45833333333333333333,1959
Q1563326,Германия,6,21.99833333333333333333,2023
Q1184638,Германия,6,46.83,1967
Николаевское адмиралтейство,Украина,6,0,
Джеймс Бьюкенен Идс,,6,0,
Q11357149,Япония,6,0,1937
Q110417803,,6,0,2010
Q5149939,США,6,0,
Q8016906,,6,0,1868
Q11557417,Япония,6,0,
Q4884035,США,6,0,
Q136910929,Республика Корея,6,0,
Q7301399,США,6,0,
Q10670563,Швеция,6,15.405,1916
Q107974496,Германия,6,27.39666666666666666667,
Q12501564,Индонезия,5,97.75,2016
Q2567444,Германия,5,37.17,1905
Q50335714,Нидерланды,5,67.08666666666666666667,1910
Q2956404,Франция,5,123.494,1926
Q5155378,Португалия,5,68.01333333333333333333,1987
Alstom,Франция,5,1828.256,2016
Q1979526,Германия,5,61.57,2002
Tenix Pty Limited,Австралия,5,87.555,2010
Mitsui Group,Япония,5,257.585,1991
Q6791346,,5,0,1888
Q12310586,Дания,5,52,1999
Q12338285,Дания,5,56.96,2012
Q7676048,Китай,5,93.9,1941
Q12310534,,5,0,1807
Q3655755,Италия,5,128.695,1972
Philip and Son,Великобритания,5,44.94666666666666666667,1960
Главное адмиралтейство в Санкт-Петербурге,Россия,5,46.95,1749
Q11502551,Япония,5,131.938,1988
JFE Holdings,Япония,5,179.624,1999
Q2262344,,5,90.65,2008
Q4666725,,5,30.3,2001
Q5358613,Греция,5,160.984,2007
Cargill,США,5,0,1952
Q54202065,Норвегия,5,0,1992
Генри Экфорд,,5,0,1813
Q54211259,Норвегия,5,0,1930
Q6350748,Норвегия,5,84.325,1982
Q1103714,Великобритания,5,84.6,1913
Q97695107,Бельгия,5,57.945,1981
Q4816484,США,5,115.568,2009
J & G Thomson,,5,110.2,1883
Q1540429,Великобритания,5,151.572,1985
Q28686830,Япония,5,32.172,1997
Q56239772,Сербия,5,102.94,2011
Q56235954,Сербия,5,101.99,2005
Q47147176,Норвегия,5,171.44,2008
Q1471588,Венгрия,5,63.91,1854
Q2235329,Германия,5,73.91666666666666666667,1982
Q30638410,Финляндия,5,183.02675,2025
Q17747474,Мальта,5,103.24,2002
Джон Коккериль,Бельгия,5,131.225,1954
Q118641169,Нидерланды,5,113.516,2000
Q124546881,Испания,5,155.7,1990
Q107125988,Германия,5,86.18666666666666666667,1997
Q2126194,Нидерланды,5,103.5,1857
Q104879512,Великобритания,5,74.3,1992
Q7197204,,5,224.94,2014
Q27972486,Германия,5,31.2,1984
Q97219031,Турция,5,101.5,2017
Q124418673,Китай,5,148.2,2024
Q1466588,Германия,5,88.058,1958
Q1466588,Германский рейх,5,88.058,1958
ZPMC,Китай,5,169.915,2010
Q1322484,Швеция,5,86.545,1966
Q9070190,Испания,5,35.3,2018
Q2043009,Нидерланды,5,153.75,1979
Q6818390,США,5,140.7,1922
Q130425493,Индонезия,5,24.54,2023
Q125206384,Египет,5,73.5,2022
Q130899678,Китайская Республика (Тайвань),5,22.75,2010
Hanwha,Республика Корея,5,393.1,2025
Севастопольский морской завод,Россия,5,331,1931
Севастопольский морской завод,Украина,5,331,1931
Q1485970,Королевство Пруссия,5,51.22,
Q1485970,Вольный город Данциг,5,51.22,
Арсенал,Италия,5,50.35,
Венеция,Италия,5,46,
Q10474960,Швеция,5,14.5,1959
BHP Billiton,Австралия,5,135.62,
Пендик,Турция,5,99.56,
Голландская Ост-Индская компания,Республика Соединённых провинций,5,130,1681
Q95509547,Франция,5,0,1960
Q8003294,США,5,0,
Q6241099,,5,0,
Q6964934,Великобритания,5,87.52,1885
Гавр,Франция,5,0,1799
Q67076454,,5,0,1794
Q105443139,Германия,5,31.3225,
Q28225567,,5,0,
Q1676324,,4,26.825,1909
Q13529962,,4,64,1845
Q6711338,Швеция,4,76.005,1978
Daewoo,Республика Корея,4,331.74,2011
Babcock International,Великобритания,4,184.75,2020
Q19869166,Швеция,4,31.71,1924
Николаев,Украина,4,184,1992
Q2148016,Германия,4,59.75,1974
Q3394955,Испания,4,224.87,1997
Кралевица,Хорватия,4,67.5,2008
Q16994055,Великобритания,4,0,1785
Иранские военно-морские верфи,Иран,4,95,2023
Hellenic Shipyards,Греция,4,141,2005
Electric Boat,США,4,0,1942
Q113575643,США,4,0,1941
Q3655739,,4,89.15,1930
Q12321148,Дания,4,47.5,1919
Q52158840,США,4,0,1917
Q65691188,Норвегия,4,21.11,2018
Q2283968,Германия,4,37.53,1977
Q76189317,Франция,4,102,1969
Q87412644,Португалия,4,41.35,1995
Q44061496,Великобритания,4,38,2018
Q1252846,Испания,4,111.65,1964
Q57305668,Фарерские острова,4,55.7325,2001
Q137647902,Великобритания,4,61.50333333333333333333,1985
Q113516515,Испания,4,105,1981
Q11875321,Финляндия,4,27.705,1924
Q7963831,Австралия,4,0,1921
Q17107791,Канада,4,33.1425,2006
Q25067052,Нидерланды,4,34.43,2003
Q10417437,Швеция,4,90.41,1985
Q21505614,Великобритания,4,116.7125,2011
Q16889827,,4,133.5,2012
Q11794307,Польша,4,66.8825,1924
Q11794307,Германия,4,66.8825,1924
Q15273435,Великобритания,4,55.1,1956
Q7621806,Мексика,4,53.75,2019
Q1699354,Великобритания,4,99.65,1889
Q1778280,Норвегия,4,113.5,2019
Астраханская судоверфь,Россия,4,32.925,1993
Q125257676,Нидерланды,4,48.8,1960
Q135182495,Нидерланды,4,59.3175,1982
Q115051301,Нидерланды,4,76.84,1956
Q59240911,,4,93,1839
Q48913642,,4,80.855,2009
Q16218256,Польша,4,85.04,2010
Q116766227,Норвегия,4,20.39,2012
Q22100733,Китайская Республика (Тайвань),4,45.65,2001
Q110947883,Нидерланды,4,50.7875,1975
Q131565008,Китай,4,257.9,2011
Q6889166,Индия,4,67.02,2010
Q122574939,Китай,4,217.5,2023
Larsen & Toubro,Индия,4,144.1625,2016
Q135318427,Швеция,4,96.0725,1959
Q124420670,Республика Корея,4,167.83333333333333333333,2022
Q10275470,Бразилия,4,214.46666666666666666667,2015
Q6367782,Пакистан,4,156.55,1974
Q134312411,США,4,294.5,1889
Великобритания,Великобритания,4,31,1866
Q113652740,Германия,4,78,2022
Q23074227,США,4,142.5,1946
Q2235336,Германия,4,25.815,1997
Q15127417,Германия,4,26.7425,2015
Q1263383,Германия,4,24.96666666666666666667,1967
Q122517306,Нидерланды,4,75.17,1963
Q1973764,Германия,4,80.5,1959
Oto Melara,Италия,4,183.13,
Русское общество пароходства и торговли,Российская империя,4,0,
Q7258923,США,4,95.86,
Воронежское адмиралтейство,,4,0,
Q65048320,США,4,0,
Q3655770,Италия,4,96.05,
Рига,Латвия,4,0,
Q6140548,,4,0,
Q744233,Бельгия,4,170.5,
Q5270598,США,4,0,
Q19582082,,4,55,
Калькутта,Индия,4,0,1811
Бристоль,Великобритания,4,0,1794
Q6117813,США,4,0,
Q4916181,,4,62,
Q4648105,Великобритания,4,260.5,
Q6348465,США,4,0,
Q7491068,Швеция,4,0,
Воткинский завод,Россия,4,0,
Карлин,Чехия,4,44.14,
Q5617478,Объединённые Арабские Эмираты,4,62.48,
Q15844308,Германия,4,35.53,
Q30634547,,4,39.14,2022
Q84362563,Китай,4,22.84666666666666666667,
Q109412511,Китай,4,0,
Q109680518,Новая Зеландия,4,39.14,2011
Хельсингёр,Дания,3,129,2007
Q4834525,Великобритания,3,182.76666666666666666667,2004
Q123169690,США,3,100.796,2013
Филадельфия,США,3,91.27,1798
Абовская верфь,Швеция,3,0,1852
Абовская верфь,Российская империя,3,0,1852
Q8016655,Великобритания,3,81.575,1837
Thales,Франция,3,280,2020
Q16993938,Великобритания,3,38.7,1997
Нидерланды,Королевство Нидерландов,3,0,1857
Q119845954,Италия,3,177.26033333333333333333,2004
Q105019750,Финляндия,3,185.51,1991
Q10303899,Бразилия,3,168.26666666666666666667,1991
Q1307846,Соединённое королевство Великобритании и Ирландии,3,75.9,1896
Q197494,Великобритания,3,100.28,1935
"Дин, Энтони (старший)",,3,0,1673
BAE Systems Australia,Австралия,3,104.72333333333333333333,2013
Q4834533,Великобритания,3,152.26666666666666666667,2010
Q5757002,,3,0,1787
Джеймс Хэкетт,,3,0,1798
Q12676301,Литва,3,84.34,2010
Q12312210,,3,0,1808
Q65071133,,3,0,1813
Британская Ост-Индская компания,Соединённое королевство Великобритании и Ирландии,3,0,1824
Q6741882,Малайзия,3,151.6,1999
Q67012767,,3,0,1804
Q96115461,,3,0,1804
Q7176371,,3,0,1652
BAE Systems,Великобритания,3,176.73333333333333333333,2007
Q3230256,Франция,3,50,2009
Q54165976,Норвегия,3,45.05333333333333333333,1979
Q3700534,Чехия,3,20.3,1957
Q30926102,Япония,3,68.26,2001
Q7928998,США,3,110.13333333333333333333,2018
Q2235355,Германия,3,118.14,1915
Q19385839,Норвегия,3,66.21333333333333333333,1957
ST Engineering,Сингапур,3,161,2011
Q43025422,Франция,3,85.94333333333333333333,1973
Q34417933,Германия,3,30.1,1955
Q34417933,Германский рейх,3,30.1,1955
Q54175541,Норвегия,3,29.885,1970
Q7057104,Канада,3,54.9,1950
Q9630884,Португалия,3,48.38333333333333333333,2022
Q25028459,,3,48.8,1924
Q52682784,Норвегия,3,32.7,1982
Q52317584,Норвегия,3,38,1987
Q54166003,Норвегия,3,52.34,1979
Q124485935,Финляндия,3,54,1995
Q100605830,Норвегия,3,24.33333333333333333333,1994
Q12744192,,3,133.66666666666666666667,2010
Q66,США,3,24,1978
Q124570430,Хорватия,3,33.83,2017
Ла-Сьота,Франция,3,285.5,1978
Q47108264,Норвегия,3,62.84666666666666666667,2020
Q18688137,Нидерланды,3,123.86666666666666666667,1996
Q62063411,Китай,3,87.91,2018
Халич (верфь),Турция,3,64.14666666666666666667,1986
Q61466812,,3,0,1884
Q25382955,Великобритания,3,103.6,1911
Q85230816,Португалия,3,41.93333333333333333333,1908
Q112623574,Португалия,3,58.28333333333333333333,2014
Q129427764,Нидерланды,3,51.90666666666666666667,1982
Q19904469,,3,43.66333333333333333333,2014
Q135243112,,3,55.81,1959
Q87200290,,3,107.93666666666666666667,2014
Q25100782,Италия,3,49.78333333333333333333,2017
Q57404752,Сингапур,3,60.3,1984
Q106103966,Вьетнам,3,87.24666666666666666667,2010
China Shipping Group,Китай,3,244.95,2017
Q478752,Нидерланды,3,104.44333333333333333333,1954
Q136647792,Канада,3,23,2012
Q1260447,Германия,3,41.69666666666666666667,1964
Q6914000,Австралия,3,0,1910
Q11956623,Норвегия,3,60.18333333333333333333,1968
Q115129334,Турция,3,36.5,2021
Q127869050,Нидерланды,3,76.33,1954
Q763331,Германия,3,92.66,1964
Q106444702,США,3,75.15,2015
Q4751314,Бангладеш,3,80.85333333333333333333,2015
Q126002066,США,3,79.0956,2005
Q86718418,Норвегия,3,0,1924
Невский судостроительно-судоремонтный завод,Россия,3,140.5,2021
Q65059654,Китай,3,102.01,1984
Q134077070,,3,149.06666666666666666667,1951
Q20474542,Турция,3,107.81,1985
Q65072048,Финляндия,3,0,2023
Hitachi,Япония,3,150.9,1962
Q19958736,Швеция,3,0,1973
Q131628529,Филиппины,3,118,2021
Q109248288,Португалия,3,49.15,1766
Q113555582,Нидерланды,3,61.71666666666666666667,1964
Q95477088,Франция,3,0,1897
Q16999013,США,3,134,1938
Todd Pacific Shipyards,США,3,134.6,1944
Q1000042,Германия,3,55.86666666666666666667,
William R. Trigg Company,США,3,0,
Q5649928,,3,47.5,
San Francisco Naval Shipyard,США,3,0,
Messageries Maritimes,Франция,3,140.2,
Sulzer,Швейцария,3,40.7,
Ла-Сейн-сюр-Мер,Франция,3,0,
Q6701761,Великобритания,3,12.03333333333333333333,
Q16644259,Франция,3,0,2006
Q7390381,Перу,3,0,
Сондерс-Ро,Великобритания,3,0,
Санкт-Петербург,Россия,3,0,
Коломенский завод,Россия,3,196.83333333333333333333,
China State Shipbuilding Corporation,Китай,3,0,
Нант,Франция,3,0,1744
Q7150076,,3,68,
Q7942030,Великобритания,3,0,
Q6491503,,3,0,
Q9345905,Польша,3,0,
Q6246213,,3,0,
Q5083351,США,3,0,
Q15198738,США,3,0,
